"Format","MoTeC CSV File",,,"Workbook","Samples"
"Venue","spa",,,"Worksheet","Graph"
"Vehicle","ks_porsche_911_gt3_r_2016",,,"Vehicle Desc",""
"Driver","xxzerpia23",,,"Engine ID",""
"Device","ADL"
"Comment","Tires: Slick Soft (S)",,,"Session","PRACTICE"
"Log Date","6/12/2026",,,"Origin Time","139.249","s"
"Log Time","1:02:00 AM",,,"Start Time","139.250","s"
"Sample Rate","20.000","Hz",,"End Time","281.100","s"
"Duration","141.850","s",,"Start Distance","6607","m"
"Range","Lap 1",,,"End Distance","13562","m"


"Engine RPM","Ground Speed","Throttle Pos","Brake Pos","Steering Angle","Lap Time"
"rpm","km/h","%","%","deg","s"


"7272","167.07","54.88","0.00","-41.57","77.96"
"7268","167.07","54.88","0.00","-41.57","78.00"
"7264","167.09","54.88","0.00","-41.57","78.06"
"7271","167.10","54.88","0.00","-41.57","78.11"
"7275","167.11","54.98","0.00","-42.08","78.16"
"7269","167.12","54.98","0.00","-42.08","78.20"
"7266","167.13","54.98","0.00","-42.08","78.26"
"7275","167.14","55.27","0.00","-42.08","78.31"
"7281","167.15","57.03","0.00","-42.08","78.36"
"7305","167.22","68.45","0.00","-42.08","78.41"
"7333","167.41","85.55","0.00","-42.08","78.45"
"7414","167.87","100.00","0.00","-42.08","78.51"
"7441","168.32","100.00","0.00","-42.08","78.55"
"7454","168.87","100.00","0.00","-42.08","78.61"
"7470","169.43","100.00","0.00","-42.08","78.66"
"7505","169.82","100.00","0.00","-42.08","78.70"
"7504","170.37","100.00","0.00","-42.08","78.75"
"7522","170.80","100.00","0.00","-42.08","78.80"
"7553","171.32","100.00","0.00","-42.08","78.86"
"7585","171.85","100.00","0.00","-42.08","78.91"
"7594","172.26","100.00","0.00","-42.08","78.95"
"7615","172.81","100.00","0.00","-42.08","79.00"
"7646","173.36","100.00","0.00","-42.08","79.06"
"7683","173.75","100.00","0.00","-42.08","79.10"
"7688","174.29","100.00","0.00","-42.08","79.16"
"7700","174.82","100.00","0.00","-42.08","79.21"
"7724","175.26","100.00","0.00","-41.25","79.25"
"7775","175.77","100.00","0.00","-39.90","79.31"
"7821","176.31","100.00","0.00","-36.87","79.36"
"7798","176.75","100.00","0.00","-34.46","79.41"
"7800","177.32","100.00","0.00","-30.60","79.46"
"7852","177.84","100.00","0.00","-26.50","79.51"
"7885","178.26","100.00","0.00","-23.25","79.56"
"7901","178.88","100.00","0.00","-19.16","79.61"
"7897","179.53","100.00","0.00","-16.69","79.66"
"7931","179.99","100.00","0.00","-15.86","79.70"
"7950","180.63","100.00","0.00","-16.14","79.76"
"7956","181.30","100.00","0.00","-18.32","79.81"
"7982","181.80","100.00","0.00","-19.95","79.86"
"8006","182.47","100.00","0.00","-22.13","79.91"
"8037","183.12","100.00","0.00","-23.76","79.96"
"8059","183.62","100.00","0.00","-24.32","80.00"
"8089","184.26","100.00","0.00","-24.32","80.06"
"8139","184.87","100.00","0.00","-23.25","80.11"
"8159","185.37","100.00","0.00","-22.41","80.16"
"8165","185.94","100.00","0.00","-22.13","80.21"
"8179","186.44","100.00","0.00","-22.13","80.25"
"8204","187.01","100.00","0.00","-22.13","80.31"
"8240","187.60","100.00","0.00","-22.13","80.36"
"8275","188.05","100.00","0.00","-22.13","80.40"
"8283","188.61","100.00","0.00","-21.85","80.45"
"8294","189.19","100.00","0.00","-21.85","80.50"
"8350","189.73","100.00","0.00","-21.85","80.56"
"8342","190.19","100.00","0.00","-22.13","80.60"
"8354","190.75","100.00","0.00","-23.25","80.65"
"8393","191.26","100.00","0.00","-24.88","80.70"
"8415","191.79","100.00","0.00","-25.44","80.76"
"8430","192.32","100.00","0.00","-25.44","80.81"
"8464","192.79","100.00","0.00","-25.95","80.86"
"8467","193.22","100.00","0.00","-26.50","80.91"
"8496","193.69","100.00","0.00","-27.62","80.95"
"8524","194.12","100.00","0.00","-28.13","81.00"
"8526","194.60","100.00","0.00","-28.69","81.06"
"8552","194.94","100.00","0.00","-28.69","81.10"
"8567","195.36","100.00","0.00","-29.25","81.15"
"8590","195.80","100.00","0.00","-29.81","81.21"
"8602","196.22","100.00","0.00","-29.81","81.26"
"8638","196.63","100.00","0.00","-29.81","81.31"
"8648","196.94","100.00","0.00","-29.81","81.36"
"8654","197.32","100.00","0.00","-30.32","81.41"
"8668","197.72","100.00","0.00","-30.88","81.46"
"8687","198.02","100.00","0.00","-30.88","81.50"
"8710","198.41","100.00","0.00","-31.43","81.56"
"8726","198.78","100.00","0.00","-31.99","81.61"
"8738","199.10","100.00","0.00","-31.99","81.65"
"8746","199.44","100.00","0.00","-31.99","81.70"
"8755","199.82","100.00","0.00","-31.99","81.75"
"8789","200.19","100.00","0.00","-31.99","81.81"
"8811","200.47","100.00","0.00","-31.99","81.85"
"8804","200.82","100.00","0.00","-31.99","81.91"
"8549","200.82","100.00","0.00","-31.71","81.96"
"7538","200.73","100.00","0.00","-30.60","82.01"
"7469","201.07","100.00","0.00","-29.81","82.05"
"7477","201.38","100.00","0.00","-28.69","82.11"
"7487","201.66","100.00","0.00","-27.34","82.16"
"7495","201.93","100.00","0.00","-25.71","82.21"
"7499","202.16","100.00","0.00","-24.60","82.25"
"7503","202.46","100.00","0.00","-22.97","82.31"
"7516","202.76","100.00","0.00","-21.85","82.36"
"7537","203.07","100.00","0.00","-20.79","82.41"
"7535","203.35","100.00","0.00","-20.23","82.45"
"7551","203.67","100.00","0.00","-19.67","82.50"
"7561","204.02","100.00","0.00","-19.39","82.56"
"7573","204.36","100.00","0.00","-19.16","82.61"
"7574","204.73","100.00","0.00","-19.16","82.66"
"7583","205.01","100.00","0.00","-19.16","82.70"
"7599","205.36","100.00","0.00","-18.88","82.75"
"7606","205.72","100.00","0.00","-18.04","82.80"
"7627","206.08","100.00","0.00","-17.20","82.86"
"7640","206.44","100.00","0.00","-16.41","82.91"
"7646","206.79","100.00","0.00","-15.86","82.95"
"7659","207.14","100.00","0.00","-15.86","83.01"
"7675","207.53","100.00","0.00","-15.86","83.06"
"7686","207.89","100.00","0.00","-15.86","83.11"
"7696","208.18","100.00","0.00","-15.86","83.15"
"7720","208.53","100.00","0.00","-15.86","83.20"
"7719","208.92","100.00","0.00","-15.86","83.25"
"7731","209.25","100.00","0.00","-15.86","83.31"
"7750","209.62","100.00","0.00","-15.86","83.36"
"7762","209.97","100.00","0.00","-15.86","83.41"
"7774","210.32","100.00","0.00","-15.58","83.46"
"7796","210.62","100.00","0.00","-14.74","83.50"
"7816","210.98","100.00","0.00","-13.67","83.55"
"7815","211.35","100.00","0.00","-11.76","83.61"
"7830","211.72","100.00","0.00","-10.37","83.66"
"7857","212.08","100.00","0.00","-9.02","83.70"
"7855","212.49","100.00","0.00","-8.18","83.76"
"7858","212.89","100.00","0.00","-7.95","83.81"
"7869","213.22","100.00","0.00","-7.95","83.85"
"7886","213.61","100.00","0.00","-7.95","83.91"
"7896","214.03","100.00","0.00","-7.95","83.95"
"7915","214.47","100.00","0.00","-7.95","84.01"
"7935","214.81","100.00","0.00","-7.95","84.05"
"7950","215.22","100.00","0.00","-7.95","84.10"
"7961","215.64","100.00","0.00","-7.67","84.15"
"7976","216.07","100.00","0.00","-7.67","84.21"
"7997","216.49","100.00","0.00","-7.11","84.26"
"8002","216.89","100.00","0.00","-6.28","84.31"
"8008","217.25","100.00","0.00","-5.21","84.35"
"8025","217.68","100.00","0.00","-3.81","84.41"
"8042","218.11","100.00","0.00","-2.46","84.45"
"8078","218.53","100.00","0.00","-1.12","84.51"
"8071","218.89","100.00","0.00","0.00","84.55"
"8076","219.35","100.00","0.00","0.28","84.60"
"8096","219.80","100.00","0.00","1.67","84.66"
"8133","220.23","100.00","0.00","2.46","84.71"
"8133","220.59","100.00","0.00","3.02","84.75"
"8139","221.03","100.00","0.00","2.74","84.81"
"8158","221.47","100.00","0.00","0.56","84.86"
"8183","221.91","100.00","0.00","-0.28","84.91"
"8205","222.24","100.00","0.00","0.00","84.95"
"8210","222.67","100.00","0.00","0.00","85.01"
"8208","223.12","100.00","0.00","0.56","85.06"
"8218","223.47","100.00","0.00","0.56","85.11"
"8260","223.84","100.00","0.00","0.84","85.16"
"8272","224.25","100.00","0.00","0.00","85.21"
"8270","224.59","100.00","0.00","-0.28","85.25"
"8287","225.00","100.00","0.00","-0.84","85.31"
"8308","225.39","100.00","0.00","-0.56","85.36"
"8315","225.71","100.00","0.00","0.28","85.40"
"8334","226.11","100.00","0.00","0.56","85.45"
"8345","226.49","100.00","0.00","-0.28","85.51"
"8348","226.80","100.00","0.00","-0.28","85.55"
"8372","227.17","100.00","0.00","0.28","85.60"
"8388","227.54","100.00","0.00","0.84","85.66"
"8401","227.92","100.00","0.00","0.56","85.71"
"8402","228.21","100.00","0.00","0.00","85.75"
"8409","228.59","100.00","0.00","0.28","85.81"
"8428","228.94","100.00","0.00","1.40","85.86"
"8451","229.23","100.00","0.00","0.84","85.90"
"8472","229.56","100.00","0.00","0.56","85.95"
"8469","229.90","100.00","0.00","0.28","86.00"
"8471","230.27","100.00","0.00","0.28","86.06"
"8484","230.62","100.00","0.00","0.28","86.11"
"8495","230.88","100.00","0.00","0.00","86.16"
"8511","231.20","100.00","0.00","0.28","86.20"
"8523","231.54","100.00","0.00","0.00","86.26"
"8534","231.82","100.00","0.00","-0.28","86.31"
"8541","232.13","100.00","0.00","-0.28","86.36"
"8549","232.45","100.00","0.00","0.00","86.41"
"8564","232.70","100.00","0.00","0.28","86.45"
"8583","233.01","100.00","0.00","0.00","86.50"
"8592","233.32","100.00","0.00","0.00","86.56"
"8596","233.57","100.00","0.00","0.00","86.60"
"8607","233.88","100.00","0.00","0.28","86.66"
"8625","234.19","100.00","0.00","0.00","86.71"
"8634","234.43","100.00","0.00","0.00","86.75"
"8638","234.75","100.00","0.00","0.28","86.81"
"8566","234.86","50.78","14.71","0.28","86.86"
"8371","233.59","3.92","100.00","0.00","86.91"
"8130","229.96","0.00","100.00","0.28","86.96"
"7986","226.98","0.00","100.00","0.56","87.00"
"7960","222.87","0.00","100.00","1.12","87.06"
"7859","219.71","0.00","100.00","0.28","87.11"
"7682","215.88","0.00","100.00","-0.56","87.16"
"8006","212.91","80.00","100.00","-0.84","87.20"
"8878","209.51","13.33","100.00","-0.56","87.26"
"8499","206.53","0.00","100.00","0.00","87.30"
"8440","202.72","0.00","100.00","0.28","87.36"
"8324","198.93","0.00","100.00","0.28","87.41"
"8204","196.09","0.00","100.00","0.28","87.45"
"8017","192.47","0.00","99.53","1.12","87.51"
"7930","189.32","0.00","93.79","1.40","87.55"
"7851","185.95","0.00","86.73","1.40","87.61"
"7681","182.86","0.00","83.31","1.12","87.66"
"7528","180.42","0.00","82.69","1.40","87.70"
"7446","177.13","0.00","78.96","2.46","87.76"
"7392","174.65","48.00","78.14","2.46","87.81"
"8718","171.83","53.33","78.14","3.02","87.86"
"8368","169.01","0.00","78.14","3.02","87.91"
"8305","166.85","0.00","77.34","3.02","87.95"
"8332","163.69","0.00","72.78","3.58","88.01"
"8258","161.41","0.00","68.19","4.14","88.05"
"8121","158.85","0.00","63.96","4.14","88.11"
"8012","156.44","0.00","56.97","4.65","88.16"
"7932","154.62","0.00","52.03","5.77","88.20"
"7847","152.55","0.00","47.36","6.84","88.26"
"7800","150.96","0.00","43.95","7.95","88.31"
"7699","149.22","0.00","38.77","9.02","88.36"
"7622","147.89","0.00","34.98","9.02","88.41"
"7554","146.45","0.00","29.76","9.02","88.46"
"7514","145.35","0.00","25.24","9.58","88.50"
"7464","144.18","0.00","22.21","9.58","88.56"
"7920","143.14","80.00","21.43","10.70","88.61"
"8752","142.34","21.33","20.49","12.32","88.66"
"8386","141.63","0.00","20.03","14.51","88.70"
"8738","140.41","0.00","19.94","16.69","88.76"
"8896","139.14","0.00","19.94","19.44","88.80"
"8842","137.94","0.00","19.94","22.13","88.86"
"8776","136.97","0.00","19.84","23.81","88.90"
"8686","135.80","0.00","19.30","25.44","88.95"
"8627","134.84","0.00","18.94","26.50","89.00"
"8548","133.66","0.00","17.80","27.62","89.06"
"8482","132.51","0.00","16.70","28.18","89.11"
"8413","131.60","0.00","15.41","28.69","89.16"
"8337","130.50","0.00","12.93","28.69","89.21"
"8310","129.61","0.00","10.26","29.81","89.25"
"8239","128.63","0.00","7.11","29.81","89.31"
"8197","127.97","5.59","4.77","29.81","89.35"
"8182","127.20","13.43","1.21","29.81","89.41"
"8174","126.69","20.98","0.02","29.81","89.45"
"8148","126.17","30.97","0.00","29.81","89.51"
"8141","125.81","38.33","0.00","29.81","89.56"
"8166","125.51","44.41","0.00","30.36","89.60"
"8203","125.32","49.70","0.00","31.43","89.66"
"8228","125.28","52.24","0.00","31.99","89.70"
"8237","125.35","54.49","0.00","32.55","89.75"
"8286","125.51","56.74","0.00","33.06","89.81"
"8286","125.72","57.42","0.00","33.62","89.86"
"8284","125.97","57.42","0.00","33.62","89.91"
"8304","126.21","57.42","0.00","33.62","89.95"
"8325","126.51","57.42","0.00","34.74","90.01"
"8346","126.72","55.86","0.00","35.81","90.06"
"8315","126.93","53.62","0.00","37.99","90.11"
"8306","127.06","51.47","0.00","40.18","90.16"
"8313","127.11","49.80","0.00","41.80","90.20"
"8311","127.10","48.13","0.00","43.99","90.25"
"8295","127.04","47.84","0.00","45.62","90.31"
"8287","126.97","47.84","0.00","46.17","90.36"
"8293","126.86","47.84","0.00","46.17","90.41"
"8298","126.79","49.80","0.00","46.17","90.45"
"8323","126.75","51.56","0.00","46.17","90.50"
"8328","126.75","51.85","0.00","46.17","90.55"
"8330","126.77","51.95","0.00","46.17","90.61"
"8329","126.77","51.95","0.00","46.73","90.66"
"8346","126.74","51.95","0.00","46.73","90.71"
"8312","126.78","51.95","0.00","46.73","90.75"
"8320","126.81","53.32","0.00","46.73","90.80"
"8373","126.88","57.03","0.00","46.73","90.86"
"8393","127.06","58.20","0.00","46.73","90.91"
"8388","127.28","58.98","0.00","46.73","90.95"
"8428","127.45","59.27","0.00","46.73","91.00"
"8426","127.73","59.27","0.00","46.73","91.06"
"8430","127.94","59.27","0.00","47.29","91.11"
"8465","128.10","58.59","0.00","47.80","91.16"
"8451","128.30","57.52","0.00","48.36","91.20"
"8453","128.53","57.23","0.00","49.48","91.26"
"8481","128.69","57.13","0.00","49.99","91.31"
"8524","128.78","57.13","0.00","50.55","91.35"
"8511","128.92","57.13","0.00","50.55","91.40"
"8490","129.11","57.13","0.00","50.55","91.46"
"8525","129.21","58.50","0.00","50.55","91.50"
"8578","129.31","60.55","0.00","50.55","91.55"
"8561","129.65","64.36","0.00","50.55","91.61"
"8612","129.85","66.41","0.00","50.55","91.66"
"8643","130.11","69.05","0.00","50.55","91.70"
"8690","130.42","70.70","0.00","50.55","91.76"
"8663","130.78","70.90","0.00","50.55","91.81"
"8682","131.09","71.29","0.00","50.55","91.86"
"8756","131.43","71.48","0.00","49.99","91.91"
"8644","131.67","71.48","0.00","49.48","91.96"
"8273","131.32","71.88","0.00","48.36","92.00"
"7089","131.75","72.07","0.00","45.10","92.06"
"7053","132.07","72.17","0.00","42.08","92.11"
"7102","132.31","72.46","0.00","38.78","92.16"
"7113","132.66","72.56","0.00","34.74","92.21"
"7119","132.99","72.66","0.00","31.99","92.25"
"7166","133.26","72.66","0.00","28.41","92.30"
"7176","133.66","72.66","0.00","23.53","92.36"
"7177","133.98","72.66","0.00","19.16","92.40"
"7158","134.45","72.66","0.00","13.95","92.46"
"7204","134.78","72.66","0.00","9.86","92.50"
"7214","135.28","72.66","0.00","4.93","92.56"
"7226","135.69","72.66","0.00","-0.28","92.61"
"7222","136.25","72.66","0.00","-9.30","92.66"
"7241","136.71","72.66","0.00","-19.67","92.70"
"7266","137.17","72.66","0.00","-29.53","92.75"
"7292","137.71","70.90","0.00","-37.20","92.81"
"7348","138.16","67.09","0.00","-43.20","92.86"
"7357","138.46","63.58","0.00","-46.45","92.91"
"7369","138.74","60.16","0.00","-48.64","92.96"
"7366","138.93","58.40","0.00","-50.31","93.00"
"7387","139.06","56.74","0.00","-50.82","93.06"
"7385","139.13","55.66","0.00","-51.38","93.10"
"7382","139.16","54.01","0.00","-51.94","93.16"
"7370","139.15","53.23","0.00","-51.94","93.20"
"7349","139.12","51.95","0.00","-52.50","93.25"
"7343","139.04","51.17","0.00","-52.50","93.31"
"7342","138.97","50.88","0.00","-53.01","93.36"
"7327","138.88","50.59","0.00","-53.01","93.41"
"7322","138.78","50.30","0.00","-53.01","93.46"
"7308","138.72","49.70","0.00","-53.57","93.50"
"7301","138.62","48.91","0.00","-53.57","93.56"
"7294","138.50","48.03","0.00","-54.13","93.61"
"7283","138.40","47.55","0.00","-54.68","93.65"
"7266","138.24","46.66","0.00","-54.68","93.70"
"7257","138.07","45.88","0.00","-55.20","93.75"
"7238","137.89","44.80","0.00","-55.75","93.81"
"7222","137.65","43.33","0.00","-56.31","93.86"
"7204","137.42","42.35","0.00","-56.87","93.90"
"7170","137.12","40.68","0.00","-57.38","93.95"
"7147","136.77","38.92","0.00","-57.38","94.00"
"7128","136.38","37.64","0.00","-57.94","94.06"
"7103","135.97","36.27","0.00","-57.94","94.11"
"7072","135.54","35.78","0.00","-57.94","94.16"
"7051","135.11","35.48","0.00","-57.94","94.21"
"7036","134.78","35.29","0.00","-57.94","94.25"
"7013","134.34","35.29","0.00","-57.94","94.30"
"6987","133.87","35.29","0.00","-57.94","94.36"
"6963","133.43","35.29","0.00","-57.94","94.41"
"6945","132.99","35.29","0.00","-57.94","94.46"
"6921","132.57","36.27","0.00","-57.94","94.51"
"6909","132.22","38.82","0.00","-57.94","94.55"
"6915","131.84","44.12","0.00","-57.94","94.60"
"6936","131.57","48.52","0.00","-57.94","94.65"
"6960","131.41","52.63","0.00","-57.94","94.71"
"6973","131.40","56.94","0.00","-57.94","94.76"
"7000","131.50","61.52","0.00","-57.94","94.81"
"7023","131.66","68.36","0.00","-57.94","94.85"
"7072","131.97","80.28","0.00","-57.94","94.90"
"7120","132.45","90.23","0.00","-57.94","94.95"
"7181","133.07","97.27","0.00","-57.94","95.01"
"7236","133.72","100.00","0.00","-57.94","95.06"
"7270","134.37","100.00","0.00","-57.94","95.11"
"7280","134.95","100.00","0.00","-57.94","95.15"
"7352","135.56","100.00","0.00","-57.94","95.20"
"7382","136.19","100.00","0.00","-57.94","95.25"
"7418","136.82","100.00","0.00","-57.94","95.31"
"7459","137.42","100.00","0.00","-57.94","95.36"
"7485","138.06","100.00","0.00","-57.94","95.41"
"7520","138.63","100.00","0.00","-57.94","95.46"
"7579","139.17","100.00","0.00","-57.38","95.51"
"7588","139.76","100.00","0.00","-54.13","95.56"
"7591","140.25","100.00","0.00","-50.03","95.60"
"7645","140.92","100.00","0.00","-44.27","95.66"
"7703","141.47","100.00","0.00","-39.62","95.71"
"7698","141.95","100.00","0.00","-36.08","95.75"
"7707","142.57","100.00","0.00","-32.50","95.80"
"7736","143.19","100.00","0.00","-29.81","95.85"
"7784","143.76","100.00","0.00","-28.13","95.90"
"7799","144.44","100.00","0.00","-27.90","95.95"
"7837","145.09","100.00","0.00","-27.62","96.00"
"7855","145.71","100.00","0.00","-27.62","96.05"
"7866","146.41","100.00","0.00","-27.06","96.10"
"7916","147.08","100.00","0.00","-26.50","96.15"
"7972","147.69","100.00","0.00","-25.44","96.20"
"7972","148.43","100.00","0.00","-24.32","96.25"
"7992","149.20","100.00","0.00","-23.76","96.30"
"8105","149.82","100.00","0.00","-22.97","96.35"
"8189","150.51","100.00","0.00","-21.85","96.40"
"8203","151.37","100.00","0.00","-19.95","96.46"
"8172","152.16","100.00","0.00","-17.76","96.51"
"8221","152.81","100.00","0.00","-15.30","96.56"
"8214","153.56","100.00","0.00","-12.55","96.61"
"8288","154.19","100.00","0.00","-10.65","96.66"
"8371","154.88","100.00","0.00","-8.18","96.71"
"8324","155.69","100.00","0.00","-5.77","96.76"
"8329","156.44","100.00","0.00","-4.09","96.81"
"8428","157.12","100.00","0.00","-1.39","96.86"
"8397","157.91","100.00","0.00","0.28","96.91"
"8433","158.69","100.00","0.00","2.46","96.96"
"8516","159.38","100.00","0.00","3.30","97.00"
"8520","160.15","100.00","0.00","2.19","97.05"
"8564","160.93","100.00","0.00","2.46","97.11"
"8588","161.66","100.00","0.00","1.67","97.15"
"8624","162.44","100.00","0.00","0.28","97.20"
"8668","163.17","100.00","0.00","-0.28","97.25"
"8751","163.96","100.00","0.00","0.00","97.31"
"8746","164.75","100.00","0.00","0.28","97.36"
"8772","165.47","100.00","0.00","0.28","97.41"
"8812","166.17","100.00","0.00","0.28","97.45"
"8877","166.84","100.00","0.00","0.56","97.50"
"8931","167.48","100.00","0.00","0.00","97.55"
"8945","168.25","100.00","0.00","-1.63","97.60"
"8638","168.48","100.00","0.00","-1.91","97.66"
"7456","168.99","100.00","0.00","-1.91","97.71"
"7423","169.74","100.00","0.00","-1.91","97.75"
"7469","170.40","100.00","0.00","-1.91","97.81"
"7492","171.03","100.00","0.00","-2.19","97.86"
"7507","171.69","100.00","0.00","-2.19","97.90"
"7555","172.45","100.00","0.00","-1.63","97.96"
"7566","172.97","100.00","0.00","-1.63","98.00"
"7593","173.74","100.00","0.00","-1.63","98.06"
"7630","174.39","100.00","0.00","-1.63","98.11"
"7656","175.01","100.00","0.00","-1.63","98.16"
"7675","175.65","100.00","0.00","-1.63","98.20"
"7715","176.26","100.00","0.00","-1.63","98.25"
"7764","176.88","100.00","0.00","-1.63","98.31"
"7758","177.54","100.00","0.00","-1.63","98.35"
"7793","178.28","100.00","0.00","-1.63","98.41"
"7820","178.81","100.00","0.00","-1.63","98.45"
"7858","179.54","100.00","0.00","-1.63","98.51"
"7881","180.16","100.00","0.00","-1.63","98.56"
"7914","180.80","100.00","0.00","-1.63","98.61"
"7923","181.47","100.00","0.00","-1.63","98.66"
"7963","182.07","100.00","0.00","-1.63","98.70"
"7998","182.70","100.00","0.00","-1.63","98.76"
"7975","183.33","77.05","0.32","-1.63","98.81"
"7863","183.40","34.70","22.21","-1.63","98.86"
"7638","181.74","0.00","100.00","-1.63","98.91"
"7435","178.74","0.00","100.00","-1.63","98.95"
"7182","175.44","0.00","100.00","-1.63","99.00"
"7149","172.19","0.00","100.00","-0.56","99.06"
"7081","168.84","48.00","100.00","1.95","99.11"
"8351","165.87","69.33","100.00","5.77","99.15"
"8179","162.84","0.00","100.00","7.39","99.20"
"7924","159.72","0.00","100.00","7.95","99.25"
"7892","156.48","0.00","100.00","7.95","99.30"
"7743","153.16","0.00","94.92","8.23","99.36"
"7610","150.19","0.00","85.22","8.23","99.40"
"7528","147.54","0.00","74.14","8.74","99.45"
"7403","145.29","0.00","65.05","8.74","99.50"
"7298","143.01","0.00","57.14","9.30","99.55"
"7223","140.69","24.00","50.76","11.49","99.61"
"8212","139.45","80.00","46.01","13.11","99.65"
"8346","137.68","0.00","40.41","16.41","99.71"
"7966","136.40","0.00","37.70","17.48","99.76"
"8541","134.76","0.00","34.98","18.60","99.80"
"8480","133.02","0.00","29.53","19.67","99.86"
"8411","131.78","0.00","24.10","20.23","99.91"
"8347","130.92","0.00","20.31","20.79","99.95"
"8290","129.88","0.00","16.54","21.34","100.00"
"8253","128.80","3.92","11.22","22.41","100.06"
"8227","128.24","8.63","7.47","22.97","100.10"
"8203","127.66","14.41","3.59","23.53","100.15"
"8199","127.19","20.39","1.17","24.04","100.20"
"8188","126.83","25.49","0.19","24.60","100.26"
"8176","126.53","30.20","0.00","25.71","100.31"
"8161","126.28","33.52","0.00","27.34","100.36"
"8155","126.06","35.09","0.00","28.97","100.41"
"8144","125.84","35.48","0.00","30.60","100.46"
"8134","125.62","35.59","0.00","32.27","100.51"
"8114","125.42","35.59","0.00","34.46","100.56"
"8103","125.18","35.59","0.00","36.60","100.61"
"8086","124.93","35.59","0.00","39.34","100.66"
"8070","124.75","35.59","0.00","40.97","100.70"
"8056","124.48","35.59","0.00","42.08","100.75"
"8035","124.19","35.59","0.00","42.64","100.81"
"8012","123.94","36.56","0.00","42.64","100.86"
"8014","123.63","40.48","0.00","42.08","100.91"
"8040","123.39","45.59","0.00","40.18","100.96"
"8061","123.30","48.72","0.00","39.62","101.01"
"8100","123.28","50.78","0.00","39.62","101.06"
"8120","123.36","52.93","0.00","40.97","101.11"
"8133","123.46","53.42","0.00","43.15","101.15"
"8138","123.60","53.42","0.00","45.34","101.21"
"8124","123.79","53.42","0.00","47.52","101.26"
"8133","123.93","53.42","0.00","49.20","101.30"
"8161","124.05","52.93","0.00","50.82","101.35"
"8152","124.20","51.56","0.00","52.45","101.40"
"8120","124.35","50.00","0.00","54.08","101.46"
"8131","124.38","48.33","0.00","55.75","101.51"
"8130","124.36","46.56","0.00","56.26","101.55"
"8092","124.31","43.82","0.00","57.38","101.61"
"8049","124.10","39.90","0.00","57.94","101.66"
"8016","123.81","36.27","0.00","57.94","101.71"
"7994","123.53","33.23","0.00","57.94","101.75"
"7961","123.11","29.80","0.00","57.94","101.81"
"7922","122.68","27.94","0.00","57.94","101.86"
"7894","122.33","27.54","0.00","57.94","101.90"
"7867","121.86","27.54","0.00","57.94","101.95"
"7832","121.36","27.65","0.00","57.94","102.01"
"7797","120.91","29.80","0.00","57.94","102.06"
"7782","120.50","34.80","0.00","57.94","102.10"
"7787","120.05","41.86","0.00","57.94","102.15"
"7822","119.71","48.03","0.00","57.94","102.21"
"7895","119.54","54.98","0.00","57.94","102.26"
"7970","119.64","63.58","0.00","57.94","102.31"
"8003","119.91","70.22","0.00","57.94","102.35"
"8081","120.31","76.56","0.00","57.94","102.40"
"8118","120.93","85.25","0.00","57.94","102.46"
"8200","121.61","95.22","0.00","57.94","102.51"
"8243","122.50","97.66","0.00","57.94","102.56"
"8306","123.44","97.66","0.00","57.94","102.61"
"8396","124.04","96.48","0.00","57.94","102.65"
"8434","124.92","94.24","0.00","57.94","102.71"
"8431","125.79","93.56","0.00","57.94","102.76"
"8534","126.50","93.45","0.00","57.94","102.81"
"8587","127.22","93.45","0.00","57.38","102.86"
"8619","127.97","93.65","0.00","54.36","102.91"
"8688","128.53","95.70","0.00","47.52","102.95"
"8724","129.29","97.85","0.00","34.97","103.00"
"8778","130.06","98.73","0.00","20.23","103.05"
"8799","130.94","99.70","0.00","10.42","103.11"
"8885","131.78","100.00","0.00","6.05","103.16"
"8962","132.69","100.00","0.00","4.93","103.21"
"8567","133.18","100.00","0.00","4.65","103.26"
"8722","133.16","100.00","0.00","3.86","103.31"
"7723","132.99","100.00","0.00","3.86","103.36"
"7217","134.09","100.00","0.00","4.14","103.40"
"7218","135.08","100.00","0.00","5.21","103.45"
"7300","135.96","100.00","0.00","5.77","103.50"
"7357","136.85","100.00","0.00","5.21","103.56"
"7378","137.81","100.00","0.00","4.14","103.61"
"7431","138.71","100.00","0.00","4.14","103.66"
"7488","139.59","100.00","0.00","4.93","103.71"
"7476","140.55","100.00","0.00","5.21","103.76"
"7540","141.44","100.00","0.00","5.77","103.81"
"7646","142.10","100.00","0.00","6.05","103.85"
"7703","143.13","100.00","0.00","4.65","103.91"
"7695","144.07","100.00","0.00","3.58","103.96"
"7731","144.76","100.00","0.00","2.74","104.00"
"7801","145.61","100.00","0.00","2.19","104.05"
"7834","146.51","100.00","0.00","1.67","104.10"
"7878","147.39","100.00","0.00","1.40","104.16"
"7937","148.20","100.00","0.00","1.12","104.20"
"7983","149.07","100.00","0.00","0.56","104.25"
"8022","149.96","100.00","0.00","0.56","104.31"
"8068","150.82","100.00","0.00","0.28","104.36"
"8099","151.69","100.00","0.00","1.12","104.41"
"8116","152.60","100.00","0.00","1.40","104.46"
"8189","153.38","100.00","0.00","0.28","104.51"
"8261","154.19","100.00","0.00","0.00","104.56"
"8283","155.06","100.00","0.00","0.28","104.61"
"8312","155.91","100.00","0.00","3.02","104.66"
